canonical_id,canonical_name,variant_name,variant_id,root,lang,meaning_en,meaning_ja,confidence,relation,reasoning,similarity_candidates
33,Travessa Porto Walter,Travessa Porto Walter,52,rio,por,Alley of Porto Walter,ポルト・ウォルターの小道,0.2,different,"The unknown toponym 'Travessa Porto Walter' shares the 'Porto' component with several candidates, indicating a potential thematic similarity related to 'port' or 'harbor'. However, the specific combination 'Porto Walter' does not match any of the candidates exactly, and the variations in the candidates suggest different entities or locations. The root 'rio' is consistent with the theme of 'port', but the lack of a direct match and low confidence in the candidates' similarity suggests 'different'. The language is identified as Portuguese, and the geographical context of 'Porto' aligns with common naming conventions in the Amazon basin.",8
34,Rua Rio Caete,Rua Rio Caete,53,rio,por,Street by the Caete River,カエテ川沿いの通り,0.3,different,"The unknown toponym 'Rua Rio Caete' shares the root 'rio' with all the candidates, indicating a common theme of being associated with a river. However, 'Caete' does not match any of the specific river names in the candidate list, such as 'Urucu', 'Negro', or 'Moa'. The candidates primarily refer to different rivers or are generic references to a river ('Beira Rio'). The phonetic similarity is low, and there is no historical or geographic evidence to suggest that 'Caete' is a variant of any of the listed candidates. Therefore, it is considered a different toponym.",9
35,Rua Porto Nacional,Rua Porto Nacional,54,rio,por,Street of the National Port,国立港の通り,0.25,different,"The unknown toponym 'Rua Porto Nacional' includes 'Porto', which is a common root related to 'rio' (river) in Portuguese, indicating a connection to a port or river. However, the addition of 'Nacional' suggests a specific designation that does not directly match any of the similar candidates. The candidates mostly refer to different specific ports or streets associated with ports, such as Porto Acre, Porto Velho, and Porto Seguro. The term 'Nacional' implies a broader or different context, possibly a national significance or a different location. Therefore, despite the shared root 'rio', the specific combination of 'Porto Nacional' does not align closely with the provided candidates, leading to a 'different' classification with moderate confidence.",9
9,Canal da Maternidade,Ciclovia Canal da Maternidade,55,canal,por,Maternity Canal,マタニティ運河,0.95,same,"The unknown toponym 'Ciclovia Canal da Maternidade' includes 'Canal da Maternidade', which is a direct match with the first candidate. The term 'Ciclovia' refers to a bike path, which is an addition to the name but does not change the core toponym. The root 'canal' is consistent with the water-related feature, and the language is Portuguese. The high confidence is due to the exact match of the core name and the context of a canal, which is a common feature in urban planning.",5
20,Rua Beira Rio,Rua Beira do Canal,56,rio,por,Street by the River,川沿いの通り,0.75,similar,"Rua Beira do Canal and Rua Beira Rio share the 'Beira' component, indicating proximity to a water body. 'Canal' and 'Rio' both refer to water-related features, but 'Canal' suggests a man-made or narrower waterway compared to 'Rio' (river). The phonetic similarity is moderate, and both are plausible in the Amazon region. However, the specific reference to 'Canal' makes it distinct from 'Rio', hence the relation is similar but not the same.",8
20,Rua Beira Rio,Beco da Beira Rio,57,rio,por,Street by the River,川沿いの通り,0.85,same,"The unknown toponym 'Beco da Beira Rio' shares the root 'rio' with the candidates, indicating a water-related feature. The term 'Beco' (alley) is a minor variation compared to 'Rua' (street), suggesting a similar type of location. The consistent use of 'Beira Rio' across candidates and the unknown toponym supports a high confidence in them being the same location, with 'Beco' being a specific variant of 'Rua'. The language is clearly Portuguese, and the geographic context of being by a river is consistent with Amazonian toponyms.",8
11,Rua Lagoa,Rua Lago Verde,58,lagoa,por,Street Green Lake,緑の湖の通り,0.7,similar,"Rua Lago Verde and Rua Lagoa share the root 'lagoa', indicating a connection to water bodies like lakes or lagoons. The term 'Verde' (green) suggests a descriptive modifier, which is not present in the candidates. The candidates primarily focus on 'lagoa', a common water-related root in Portuguese. The phonetic similarity is moderate, and the geographical context of water-related names in the Amazon region supports a similar classification. However, the addition of 'Verde' implies a distinct identity, leading to a 'similar' classification rather than 'same'.",8
4,Travessa Rio Branco,Beco Rio Branco,59,rio,por,Crossing of the White River,白い川の交差点,0.75,similar,"The unknown toponym 'Beco Rio Branco' shares the root 'rio' with 'Travessa Rio Branco', indicating a connection to a river. Both names include 'Rio Branco', suggesting a geographical or historical link to the same river. However, 'Beco' (alley) and 'Travessa' (crossing) imply different types of pathways, which may indicate different locations or functions. The confidence is moderate due to the shared root and similar naming, but the difference in pathway type suggests they are not the same place.",8
36,Rua Rio Gregorio,Rua Rio Gregorio,60,rio,por,Street by the Gregorio River,グレゴリオ川沿いの通り,0.2,different,"The unknown toponym 'Rua Rio Gregorio' shares the root 'rio' with all the similar candidates, indicating a common theme of being associated with a river. However, the specific river name 'Gregorio' does not match any of the candidate river names such as 'Negro', 'Urucu', 'Caete', 'Moa', or 'Madeira'. The phonetic similarity is low, and there is no historical or linguistic evidence to suggest that 'Gregorio' is a variant of any of the listed candidates. Therefore, it is considered a different toponym.",9
20,Rua Beira Rio,Rua do Canal,61,rio,por,Street by the River,川沿いの通り,0.7,similar,"Rua do Canal and Rua Beira Rio both refer to streets associated with water bodies. 'Canal' and 'Rio' (river) are related concepts, as canals are often man-made waterways that connect or run parallel to rivers. The linguistic root 'rio' is present in both, indicating a water-related feature. However, 'canal' suggests a more specific type of waterway, which may not be identical to a natural river. The confidence is moderate due to the conceptual similarity but distinct terminology.",9
9,Canal da Maternidade,Canal Vale do Acai,62,canal,por,Canal of the Acai Valley,アサイー谷の運河,0.6,similar,"The unknown toponym 'Canal Vale do Acai' shares the root 'canal' with 'Canal da Maternidade', indicating a similar type of geographical feature. Both names include 'canal', suggesting a man-made or natural waterway. The term 'Vale do Acai' refers to a specific valley, which is different from 'Maternidade', but the structural similarity and shared root suggest a similar naming convention. The confidence is moderate due to the lack of direct phonetic similarity and the distinct geographical reference in the names.",8
8,Estrada do Igarapé da Judia,Estrada Fazenda Professor  João,63,igarape,mixed,Road of the Stream of the Jewess,ユダヤ人女性の小川の道,0.2,different,"The unknown toponym 'Estrada Fazenda Professor João' does not share phonetic similarity or root with 'Estrada do Igarapé da Judia'. The latter has a clear water-related root 'igarape', indicating a stream, which is absent in the unknown toponym. Additionally, 'Estrada Fazenda Professor João' suggests a reference to a farm and a person, which is distinct from the water-related context of 'Estrada do Igarapé da Judia'. Therefore, they are considered different.",9
11,Rua Lagoa,Estrada Trans Lago,64,lagoa,por,Street Lagoon,ラグーン通り,0.6,similar,"The unknown toponym 'Estrada Trans Lago' shares the root 'lagoa' with the candidates, indicating a connection to water bodies like lagoons or lakes. The term 'Estrada' suggests a road or path, similar to 'Rua' or 'Travessa' in the candidates. However, 'Trans' implies a crossing or transit, which is not present in the candidates. The phonetic similarity and shared root suggest a similar theme, but the specific context of 'Trans' makes it distinct.",9
